#Name,Field,RA,DEC,u_mag,v_mag,g_mag,r_mag,i_mag,z_mag,y_mag,j_mag,h_mag,k_mag,lprime_mag,m_mag
J359.8636+11.1770,0h,23.990906,11.17702,None,None,18.0395,17.3026,17.0379,16.8945,None,None,None,None,None,None
J359.8673+11.1453,0h,23.991152,11.14534,None,None,18.2273,16.7247,15.9108,15.4487,None,None,None,None,None,None
J359.8710+11.1394,0h,23.991402,11.13937,None,None,18.9233,18.1081,17.8804,17.7179,None,None,None,None,None,None
J359.8782+11.1436,0h,23.991879,11.14358,None,None,18.3543,17.0930,16.5940,16.2836,None,None,None,None,None,None
J359.8809+11.1880,0h,23.992063,11.18803,None,None,18.5256,17.0541,16.0313,15.4871,None,None,None,None,None,None
J359.9024+11.1721,0h,23.993493,11.17208,None,None,18.7136,17.3726,16.7995,16.4696,None,None,None,None,None,None
J359.9092+11.1594,0h,23.993949,11.15945,None,None,17.7609,16.6736,16.3080,16.0893,None,None,None,None,None,None
J014.4691+10.3778,1h,0.964608,10.37782,None,None,18.7819,17.6039,17.1613,16.8776,None,None,None,None,None,None
J014.4718+10.3699,1h,0.964787,10.36992,None,None,18.2288,17.8200,17.6739,17.6209,None,None,None,None,None,None
J014.4776+10.3284,1h,0.965175,10.32842,None,None,18.5049,17.1210,16.5271,16.1792,None,None,None,None,None,None
J014.4880+10.3610,1h,0.965869,10.36097,None,None,18.9757,18.0141,17.6732,17.4507,None,None,None,None,None,None
J014.4969+10.3808,1h,0.966458,10.38076,None,None,17.7847,17.2704,17.1043,17.0390,None,None,None,None,None,None
J014.5113+10.3455,1h,0.967419,10.34550,None,None,18.9086,17.4148,16.5276,16.0312,None,None,None,None,None,None
J014.5288+10.3301,1h,0.968587,10.33013,None,None,17.3503,16.6814,16.4424,16.3183,None,None,None,None,None,None
J014.5319+10.3692,1h,0.968794,10.36919,None,None,18.2907,17.8277,17.6798,17.6368,None,None,None,None,None,None
J014.5352+10.3898,1h,0.969015,10.38976,None,None,18.1202,17.5305,17.2982,17.1658,None,None,None,None,None,None
J014.5385+10.3592,1h,0.969232,10.35924,None,None,17.6501,17.1042,16.9010,16.8111,None,None,None,None,None,None
J029.1564+12.0484,2h,1.943761,12.04842,None,None,18.8957,17.8534,17.5012,17.2865,None,None,None,None,None,None
J029.1721+12.0774,2h,1.944810,12.07739,None,None,16.4058,15.8228,15.6020,15.4903,None,None,None,None,None,None
J029.1909+12.0674,2h,1.946063,12.06744,None,None,17.3294,16.4472,16.1612,15.9949,None,None,None,None,None,None
J029.1926+12.0313,2h,1.946174,12.03126,None,None,17.6623,16.8383,16.5734,16.4089,None,None,None,None,None,None
J029.1960+12.0213,2h,1.946400,12.02135,None,None,18.0818,17.3195,17.0568,16.9035,None,None,None,None,None,None
J029.2090+12.0883,2h,1.947267,12.08829,None,None,18.9292,18.3828,18.2126,18.1294,None,None,None,None,None,None
J029.2099+12.0563,2h,1.947325,12.05628,None,None,15.7719,15.3085,15.1619,15.1066,None,None,None,None,None,None
J029.2149+12.0960,2h,1.947656,12.09599,None,None,18.1267,16.6197,15.8023,15.3402,None,None,None,None,None,None
J029.2212+12.0269,2h,1.948080,12.02691,None,None,17.6773,17.0044,16.7830,16.6696,None,None,None,None,None,None
J044.3275+12.2493,3h,2.955168,12.24926,None,None,17.1784,16.2847,15.9532,15.7730,None,None,None,None,None,None
J044.3567+12.2386,3h,2.957112,12.23860,None,None,16.9577,16.4979,16.2985,16.2190,None,None,None,None,None,None
J044.3655+12.2699,3h,2.957702,12.26995,None,None,18.1137,16.6054,15.9400,15.5555,None,None,None,None,None,None
J044.3803+12.2399,3h,2.958684,12.23992,None,None,17.5905,16.9970,16.7908,16.6814,None,None,None,None,None,None
J044.3883+12.2514,3h,2.959223,12.25145,None,None,17.6862,17.1979,17.0143,16.9310,None,None,None,None,None,None
J044.3977+12.2675,3h,2.959849,12.26746,None,None,18.5167,17.1034,16.5315,16.1893,None,None,None,None,None,None
J044.4176+12.2585,3h,2.961175,12.25855,None,None,18.1903,17.0116,16.5698,16.2887,None,None,None,None,None,None
J044.4177+12.2538,3h,2.961181,12.25377,None,None,17.6246,16.9987,16.7792,16.6546,None,None,None,None,None,None
J044.4341+12.2576,3h,2.962272,12.25764,None,None,18.9676,17.5629,16.9593,16.5728,None,None,None,None,None,None
J059.9570+09.8363,4h,3.997133,9.83635,None,None,18.4135,17.3146,16.9172,16.6464,None,None,None,None,None,None
J059.9616+09.8025,4h,3.997439,9.80250,None,None,17.0724,16.5231,16.3273,16.2366,None,None,None,None,None,None
J059.9741+09.7933,4h,3.998275,9.79326,None,None,17.5137,16.7628,16.5030,16.3410,None,None,None,None,None,None
J059.9774+09.8730,4h,3.998492,9.87299,None,None,18.6284,17.4954,17.0887,16.8177,None,None,None,None,None,None
J059.9938+09.8207,4h,3.999588,9.82071,None,None,18.8801,18.1703,17.8944,17.7454,None,None,None,None,None,None
J060.0004+09.8331,4h,4.000027,9.83312,None,None,17.9753,17.3460,17.1169,16.9853,None,None,None,None,None,None
J060.0035+09.8680,4h,4.000233,9.86803,None,None,18.9812,17.9544,17.5495,17.2751,None,None,None,None,None,None
J060.0074+09.8526,4h,4.000494,9.85259,None,None,18.8548,18.3174,18.1107,17.9989,None,None,None,None,None,None
J060.0120+09.8230,4h,4.000798,9.82300,None,None,18.6571,18.0608,17.8248,17.7182,None,None,None,None,None,None
J076.1216+11.1707,5h,5.074773,11.17069,None,None,18.0252,16.5310,15.8554,15.4493,None,None,None,None,None,None
J076.1253+11.1195,5h,5.075018,11.11954,None,None,18.9623,18.0116,17.6268,17.3915,None,None,None,None,None,None
J076.1299+11.1407,5h,5.075323,11.14068,None,None,18.2286,17.5066,17.2411,17.0990,None,None,None,None,None,None
J076.1305+11.1782,5h,5.075367,11.17819,None,None,16.2091,15.4795,15.1969,15.0208,None,None,None,None,None,None
J076.1448+11.1613,5h,5.076317,11.16126,None,None,18.1178,16.6262,15.5806,15.0103,None,None,None,None,None,None
J076.1472+11.1780,5h,5.076479,11.17800,None,None,18.3355,17.4730,17.1139,16.8868,None,None,None,None,None,None
J076.1544+11.1753,5h,5.076961,11.17527,None,None,17.6989,16.7999,16.4232,16.1871,None,None,None,None,None,None
J076.1589+11.1638,5h,5.077259,11.16378,None,None,18.9903,18.2442,17.9213,17.7341,None,None,None,None,None,None
J076.1618+11.1186,5h,5.077457,11.11859,None,None,17.8578,16.9158,16.5717,16.3555,None,None,None,None,None,None
J076.1632+11.1791,5h,5.077549,11.17906,None,None,18.2862,17.6049,17.3377,17.1853,None,None,None,None,None,None
J076.1650+11.1387,5h,5.077664,11.13872,None,None,18.1612,17.1428,16.7431,16.4885,None,None,None,None,None,None
J076.1729+11.1423,5h,5.078192,11.14229,None,None,17.8497,17.2457,17.0082,16.8832,None,None,None,None,None,None
J076.1759+11.1598,5h,5.078395,11.15984,None,None,18.7060,17.0673,16.2763,15.7964,None,None,None,None,None,None
J076.1785+11.1713,5h,5.078565,11.17134,None,None,18.4799,17.5966,17.2435,17.0092,None,None,None,None,None,None
J076.1810+11.1467,5h,5.078731,11.14666,None,None,18.9279,18.3400,18.1114,17.9728,None,None,None,None,None,None
J076.1897+11.1276,5h,5.079312,11.12761,None,None,17.7738,16.8833,16.5157,16.2956,None,None,None,None,None,None
J076.1982+11.1357,5h,5.079877,11.13572,None,None,18.6177,17.9237,17.6532,17.4849,None,None,None,None,None,None
J076.2017+11.1638,5h,5.080116,11.16384,None,None,18.6573,18.1468,17.9399,17.8451,None,None,None,None,None,None
J090.3472+08.1669,6h,6.023144,8.16686,None,None,17.5138,16.8708,16.6431,16.5281,None,None,None,None,None,None
J090.3536+08.1154,6h,6.023571,8.11541,None,None,17.8171,16.6539,16.2344,15.9887,None,None,None,None,None,None
J090.3566+08.1201,6h,6.023776,8.12012,None,None,17.5901,16.9454,16.7128,16.5974,None,None,None,None,None,None
J090.3603+08.1850,6h,6.024017,8.18499,None,None,18.8663,18.2501,17.9926,17.8370,None,None,None,None,None,None
J090.3737+08.1798,6h,6.024915,8.17975,None,None,17.9171,17.2742,17.0254,16.8762,None,None,None,None,None,None
J090.3825+08.1441,6h,6.025499,8.14414,None,None,18.4775,18.1167,18.0004,17.9589,None,None,None,None,None,None
J090.3893+08.1445,6h,6.025956,8.14449,None,None,17.7773,17.3290,17.1714,17.1100,None,None,None,None,None,None
J090.3934+08.1668,6h,6.026230,8.16684,None,None,18.2455,17.4879,17.1982,17.0528,None,None,None,None,None,None
J090.3975+08.1408,6h,6.026497,8.14080,None,None,17.5343,16.2562,15.7706,15.4794,None,None,None,None,None,None
J090.4166+08.1531,6h,6.027772,8.15310,None,None,16.1305,15.7638,15.6443,15.5907,None,None,None,None,None,None
J090.4169+08.1698,6h,6.027794,8.16983,None,None,17.8737,17.1982,16.9528,16.8091,None,None,None,None,None,None
J090.4263+08.1294,6h,6.028417,8.12942,None,None,17.2852,16.9398,16.8251,16.8009,None,None,None,None,None,None
J104.3400+10.6815,7h,6.956001,10.68154,None,None,17.3246,16.8819,16.7273,16.6779,None,None,None,None,None,None
J104.3520+10.6960,7h,6.956802,10.69604,None,None,17.0438,16.6365,16.4839,16.4410,None,None,None,None,None,None
J104.3523+10.6347,7h,6.956819,10.63473,None,None,18.6702,18.1366,17.9437,17.8833,None,None,None,None,None,None
J104.3694+10.6505,7h,6.957962,10.65049,None,None,15.8369,15.5041,15.4094,15.4055,None,None,None,None,None,None
J104.3741+10.6419,7h,6.958271,10.64188,None,None,17.2745,16.7945,16.6114,16.5504,None,None,None,None,None,None
J104.3797+10.6536,7h,6.958647,10.65362,None,None,16.4113,15.8554,15.6639,15.5730,None,None,None,None,None,None
J104.3810+10.6457,7h,6.958736,10.64569,None,None,16.8429,16.3512,16.1751,16.1112,None,None,None,None,None,None
J104.3850+10.6567,7h,6.959001,10.65675,None,None,16.7262,16.3396,16.2127,16.1912,None,None,None,None,None,None
J104.3905+10.6729,7h,6.959369,10.67291,None,None,17.2839,16.6506,16.4386,16.3429,None,None,None,None,None,None
J104.4009+10.6995,7h,6.960062,10.69946,None,None,17.7925,17.2785,17.0653,16.9919,None,None,None,None,None,None
J104.4066+10.7028,7h,6.960437,10.70278,None,None,17.2452,16.7295,16.5604,16.5081,None,None,None,None,None,None
J104.4066+10.6778,7h,6.960441,10.67777,None,None,17.9506,17.4619,17.2681,17.2154,None,None,None,None,None,None
J120.3710+11.5826,8h,8.024732,11.58257,None,None,16.6666,16.2535,16.1372,16.1021,None,None,None,None,None,None
J120.3850+11.5960,8h,8.025670,11.59602,None,None,17.5044,16.6686,16.4064,16.2616,None,None,None,None,None,None
J120.3889+11.6154,8h,8.025926,11.61538,None,None,18.3800,17.5437,17.2588,17.1318,None,None,None,None,None,None
J120.3991+11.5690,8h,8.026607,11.56898,None,None,17.8266,17.1575,16.9604,16.8733,None,None,None,None,None,None
J120.4030+11.6049,8h,8.026868,11.60487,None,None,17.9066,17.3814,17.1777,17.0784,None,None,None,None,None,None
J120.4017+11.5643,8h,8.026783,11.56433,None,None,18.1436,17.2637,16.9734,16.8270,None,None,None,None,None,None
J120.4076+11.5527,8h,8.027171,11.55273,None,None,18.8790,17.8076,17.4352,17.2136,None,None,None,None,None,None
J120.4119+11.5959,8h,8.027461,11.59588,None,None,17.4602,16.1007,15.5371,15.2149,None,None,None,None,None,None
J120.4196+11.5782,8h,8.027971,11.57825,None,None,18.9416,18.2189,17.9958,17.8791,None,None,None,None,None,None
J120.4235+11.6157,8h,8.028230,11.61572,None,None,16.6076,16.2265,16.1126,16.0876,None,None,None,None,None,None
J120.4310+11.5652,8h,8.028737,11.56516,None,None,18.4161,17.3297,16.9317,16.6950,None,None,None,None,None,None
J120.4420+11.6188,8h,8.029469,11.61878,None,None,16.3372,15.8744,15.7291,15.6742,None,None,None,None,None,None
J120.4437+11.5840,8h,8.029579,11.58404,None,None,18.5704,18.0244,17.8526,17.7932,None,None,None,None,None,None
J120.4593+11.5948,8h,8.030621,11.59484,None,None,18.8674,18.5858,18.5280,18.5269,None,None,None,None,None,None
J134.2350+08.0230,9h,8.949003,8.02296,None,None,15.9070,15.3829,15.1832,15.0910,None,None,None,None,None,None
J134.2388+08.0020,9h,8.949251,8.00203,None,None,18.0287,17.5311,17.3741,17.3341,None,None,None,None,None,None
J134.2441+07.9798,9h,8.949604,7.97981,None,None,17.5365,16.7113,16.4177,16.2410,None,None,None,None,None,None
J134.2456+08.0293,9h,8.949705,8.02925,None,None,17.2617,16.6980,16.5050,16.4260,None,None,None,None,None,None
J134.2583+08.0074,9h,8.950551,8.00741,None,None,18.4680,17.2438,16.8078,16.5540,None,None,None,None,None,None
J134.2689+08.0050,9h,8.951261,8.00502,None,None,16.3911,15.7494,15.5630,15.4742,None,None,None,None,None,None
J134.2743+08.0265,9h,8.951621,8.02651,None,None,17.7985,17.0550,16.8177,16.7043,None,None,None,None,None,None
J134.2964+08.0007,9h,8.953094,8.00072,None,None,18.1001,17.5021,17.3064,17.1907,None,None,None,None,None,None
J134.2978+08.0233,9h,8.953186,8.02335,None,None,17.5681,16.3227,15.8808,15.6210,None,None,None,None,None,None
J134.3135+08.0312,9h,8.954234,8.03116,None,None,18.8173,17.4419,16.9269,16.6208,None,None,None,None,None,None
J134.3151+08.0201,9h,8.954343,8.02011,None,None,18.5415,17.9874,17.7844,17.7182,None,None,None,None,None,None
J150.5457+09.2385,10h,10.036380,9.23852,None,None,18.2203,17.9338,17.8446,17.8676,None,None,None,None,None,None
J150.5500+09.2971,10h,10.036664,9.29714,None,None,17.9809,17.5725,17.4356,17.4109,None,None,None,None,None,None
J150.5553+09.2319,10h,10.037022,9.23195,None,None,16.4504,16.0100,15.8689,15.8457,None,None,None,None,None,None
J150.5743+09.2576,10h,10.038284,9.25759,None,None,18.4306,18.0852,17.9833,17.9739,None,None,None,None,None,None
J150.5879+09.2955,10h,10.039193,9.29549,None,None,16.5321,16.2175,16.1197,16.1168,None,None,None,None,None,None
J150.5980+09.2448,10h,10.039867,9.24476,None,None,17.4467,16.5858,16.2753,16.0960,None,None,None,None,None,None
J150.6067+09.2692,10h,10.040444,9.26918,None,None,17.6410,17.3042,17.2088,17.2000,None,None,None,None,None,None
J150.6080+09.3009,10h,10.040535,9.30093,None,None,17.3058,16.3918,16.0311,15.8338,None,None,None,None,None,None
J150.6291+09.2837,10h,10.041937,9.28374,None,None,15.8005,15.3715,15.2501,15.2174,None,None,None,None,None,None
J150.6299+09.2490,10h,10.041993,9.24901,None,None,16.8164,16.2580,16.0688,15.9809,None,None,None,None,None,None
J164.9602+10.7751,11h,10.997347,10.77508,None,None,17.9539,16.7110,16.2179,15.9357,None,None,None,None,None,None
J164.9940+10.7360,11h,10.999602,10.73604,None,None,18.3435,17.4523,17.1731,17.0079,None,None,None,None,None,None
J164.9985+10.7524,11h,10.999902,10.75241,None,None,17.4338,17.0240,16.9198,16.8909,None,None,None,None,None,None
J164.9987+10.8021,11h,10.999915,10.80213,None,None,18.9834,17.6598,16.8119,16.3622,None,None,None,None,None,None
J165.0013+10.7761,11h,11.000085,10.77607,None,None,17.5507,16.6504,16.3708,16.2159,None,None,None,None,None,None
J165.0015+10.7349,11h,11.000103,10.73493,None,None,17.5329,17.0814,16.9694,16.9410,None,None,None,None,None,None
J165.0420+10.7869,11h,11.002802,10.78691,None,None,16.9511,16.3182,16.1027,15.9951,None,None,None,None,None,None
J180.2152+11.0965,12h,12.014344,11.09653,None,None,16.1515,15.6707,15.5433,15.5151,None,None,None,None,None,None
J180.2173+11.0217,12h,12.014483,11.02178,None,None,18.0025,17.4575,17.2572,17.1749,None,None,None,None,None,None
J180.2373+11.0308,12h,12.015821,11.03083,None,None,18.3324,17.8236,17.6314,17.5769,None,None,None,None,None,None
J180.2380+11.0858,12h,12.015865,11.08576,None,None,16.2473,15.8137,15.6854,15.6547,None,None,None,None,None,None
J180.2439+11.0563,12h,12.016258,11.05626,None,None,18.6687,17.2237,16.3298,15.8408,None,None,None,None,None,None
J180.2529+11.0340,12h,12.016862,11.03401,None,None,17.8784,16.6707,16.2469,15.9967,None,None,None,None,None,None
J180.2671+11.0936,12h,12.017806,11.09364,None,None,17.9565,17.6184,17.5145,17.5121,None,None,None,None,None,None
J180.2833+11.0774,12h,12.018889,11.07741,None,None,18.9671,17.5921,16.4722,15.8987,None,None,None,None,None,None
J195.1358+10.9521,13h,13.009057,10.95214,None,None,15.9656,15.5530,15.4280,15.3998,None,None,None,None,None,None
J195.1517+10.9381,13h,13.010104,10.93805,None,None,17.2949,15.9727,15.3750,15.0562,None,None,None,None,None,None
J195.1617+10.9679,13h,13.010777,10.96786,None,None,16.8947,16.4629,16.3551,16.3239,None,None,None,None,None,None
J195.1695+10.9588,13h,13.011297,10.95879,None,None,17.4352,17.1358,17.0530,17.0442,None,None,None,None,None,None
J195.1733+10.9509,13h,13.011552,10.95093,None,None,18.3150,17.2697,16.9181,16.7156,None,None,None,None,None,None
J195.1759+10.9646,13h,13.011725,10.96457,None,None,16.7912,16.4218,16.2975,16.2588,None,None,None,None,None,None
J195.1872+10.9959,13h,13.012477,10.99591,None,None,17.9367,17.6685,17.5781,17.5931,None,None,None,None,None,None
J195.1923+10.9990,13h,13.012820,10.99901,None,None,17.2560,16.4514,16.1703,16.0279,None,None,None,None,None,None
J195.2049+10.9537,13h,13.013663,10.95374,None,None,18.6745,17.3131,16.5122,16.0756,None,None,None,None,None,None
J211.0344+11.3201,14h,14.068961,11.32007,None,None,17.3580,16.5637,16.2685,16.1007,None,None,None,None,None,None
J211.0430+11.2968,14h,14.069534,11.29679,None,None,18.2209,16.8736,15.8969,15.3912,None,None,None,None,None,None
J211.0694+11.3254,14h,14.071295,11.32538,None,None,18.4068,18.0130,17.8743,17.8376,None,None,None,None,None,None
J211.0755+11.3626,14h,14.071702,11.36264,None,None,18.3898,18.1224,18.0470,18.0407,None,None,None,None,None,None
J211.0764+11.3188,14h,14.071762,11.31882,None,None,16.6468,16.2850,16.1863,16.1718,None,None,None,None,None,None
J211.0875+11.3506,14h,14.072502,11.35061,None,None,18.1784,17.6477,17.4599,17.3795,None,None,None,None,None,None
J211.0914+11.3021,14h,14.072758,11.30208,None,None,18.6099,17.3141,16.7253,16.3905,None,None,None,None,None,None
J211.0966+11.3511,14h,14.073107,11.35106,None,None,18.6337,18.0935,17.9314,17.8655,None,None,None,None,None,None
J211.1100+11.3039,14h,14.074000,11.30394,None,None,18.1906,17.7357,17.6114,17.5673,None,None,None,None,None,None
J225.4412+12.2165,15h,15.029415,12.21649,None,None,17.6636,17.2297,17.1162,17.0629,None,None,None,None,None,None
J225.4473+12.2435,15h,15.029818,12.24351,None,None,18.8601,18.2809,18.0629,17.9642,None,None,None,None,None,None
J225.4525+12.2571,15h,15.030169,12.25714,None,None,18.2072,17.7714,17.6201,17.5671,None,None,None,None,None,None
J225.4587+12.2636,15h,15.030580,12.26360,None,None,16.2458,15.8682,15.7524,15.7105,None,None,None,None,None,None
J225.4597+12.2732,15h,15.030645,12.27317,None,None,17.1714,16.4399,16.2158,16.0881,None,None,None,None,None,None
J225.4716+12.2840,15h,15.031437,12.28402,None,None,18.7140,17.3499,16.6215,16.1849,None,None,None,None,None,None
J225.4755+12.2609,15h,15.031699,12.26089,None,None,17.5222,17.2204,17.1401,17.1255,None,None,None,None,None,None
J225.4773+12.2287,15h,15.031817,12.22875,None,None,16.8472,16.2831,16.1158,16.0386,None,None,None,None,None,None
J225.5014+12.2501,15h,15.033429,12.25007,None,None,18.2662,17.7479,17.5791,17.5087,None,None,None,None,None,None
J225.5070+12.2770,15h,15.033800,12.27696,None,None,18.1383,17.6906,17.5546,17.4922,None,None,None,None,None,None
J225.5080+12.2860,15h,15.033866,12.28603,None,None,17.0838,16.6622,16.5523,16.5152,None,None,None,None,None,None
J225.5099+12.2618,15h,15.033994,12.26179,None,None,18.4111,18.0275,17.9053,17.8563,None,None,None,None,None,None
J225.5151+12.2062,15h,15.034337,12.20622,None,None,18.6734,17.7186,17.3859,17.2020,None,None,None,None,None,None
J225.5157+12.2113,15h,15.034381,12.21133,None,None,17.9221,17.5409,17.4205,17.3759,None,None,None,None,None,None
J225.5165+12.2337,15h,15.034433,12.23367,None,None,16.7935,16.1204,15.9304,15.8310,None,None,None,None,None,None
J225.5247+12.2772,15h,15.034979,12.27719,None,None,17.4324,16.6777,16.4589,16.3383,None,None,None,None,None,None
J240.5369+11.7382,16h,16.035790,11.73820,None,None,16.8293,16.3055,16.1330,16.0777,None,None,None,None,None,None
J240.5385+11.7355,16h,16.035898,11.73551,None,None,17.6753,17.2399,17.0888,17.0488,None,None,None,None,None,None
J240.5430+11.7667,16h,16.036202,11.76674,None,None,16.5366,16.0632,15.9110,15.8615,None,None,None,None,None,None
J240.5464+11.7654,16h,16.036429,11.76539,None,None,18.3833,17.6628,17.3715,17.2128,None,None,None,None,None,None
J240.5520+11.7374,16h,16.036799,11.73735,None,None,17.2385,16.8990,16.7853,16.7707,None,None,None,None,None,None
J240.5559+11.7601,16h,16.037058,11.76010,None,None,17.0975,16.8189,16.7304,16.7266,None,None,None,None,None,None
J240.5612+11.7498,16h,16.037412,11.74981,None,None,17.0945,16.5983,16.3851,16.2925,None,None,None,None,None,None
J240.5616+11.7059,16h,16.037442,11.70593,None,None,18.0266,16.6324,15.6585,15.1631,None,None,None,None,None,None
J240.5647+11.7520,16h,16.037647,11.75204,None,None,17.7883,16.4583,15.9071,15.5903,None,None,None,None,None,None
J240.5732+11.6969,16h,16.038211,11.69691,None,None,18.3999,17.8648,17.6781,17.5963,None,None,None,None,None,None
J240.5735+11.7444,16h,16.038236,11.74437,None,None,18.1188,17.3351,17.0429,16.8922,None,None,None,None,None,None
J240.5736+11.6935,16h,16.038243,11.69351,None,None,16.0730,15.6118,15.4685,15.4230,None,None,None,None,None,None
J240.5902+11.8007,16h,16.039346,11.80070,None,None,17.0318,16.1050,15.7889,15.6195,None,None,None,None,None,None
J240.5907+11.7116,16h,16.039378,11.71164,None,None,17.9806,17.0882,16.7748,16.5934,None,None,None,None,None,None
J240.5912+11.7643,16h,16.039413,11.76432,None,None,16.2566,15.7913,15.6380,15.5924,None,None,None,None,None,None
J240.5928+11.7603,16h,16.039518,11.76029,None,None,18.8436,17.4083,16.5557,16.0951,None,None,None,None,None,None
J240.6033+11.7301,16h,16.040217,11.73013,None,None,17.4059,16.8365,16.6141,16.5194,None,None,None,None,None,None
J240.6088+11.7141,16h,16.040588,11.71413,None,None,18.9301,18.1511,17.8818,17.7398,None,None,None,None,None,None
J240.6173+11.7615,16h,16.041155,11.76153,None,None,17.2184,16.6504,16.4593,16.3589,None,None,None,None,None,None
J240.6206+11.7453,16h,16.041376,11.74533,None,None,17.6820,17.3997,17.3074,17.2889,None,None,None,None,None,None
J240.6220+11.7641,16h,16.041469,11.76405,None,None,16.9438,16.1195,15.8441,15.6778,None,None,None,None,None,None
J240.6253+11.7592,16h,16.041688,11.75921,None,None,16.5646,16.1473,16.0196,15.9657,None,None,None,None,None,None
J240.6378+11.7466,16h,16.042523,11.74659,None,None,17.4688,16.8338,16.6238,16.5212,None,None,None,None,None,None
J256.0745+11.7579,17h,17.071635,11.75791,None,None,18.7351,18.1638,17.9577,17.8569,None,None,None,None,None,None
J256.0820+11.7398,17h,17.072136,11.73977,None,None,17.6577,16.2464,15.5133,15.1032,None,None,None,None,None,None
J256.0857+11.7330,17h,17.072379,11.73299,None,None,17.7434,16.4029,15.7752,15.4129,None,None,None,None,None,None
J256.0892+11.7492,17h,17.072612,11.74919,None,None,17.5249,17.1144,16.9790,16.9335,None,None,None,None,None,None
J256.0924+11.7688,17h,17.072829,11.76884,None,None,17.2734,16.7076,16.5389,16.4648,None,None,None,None,None,None
J256.0965+11.7307,17h,17.073097,11.73069,None,None,18.2040,17.7003,17.5230,17.4689,None,None,None,None,None,None
J256.0966+11.6936,17h,17.073110,11.69364,None,None,17.6602,17.3533,17.2504,17.2256,None,None,None,None,None,None
J256.1071+11.7232,17h,17.073805,11.72317,None,None,17.6573,17.2316,17.0846,17.0536,None,None,None,None,None,None
J256.1071+11.7122,17h,17.073805,11.71222,None,None,18.6419,17.9902,17.7577,17.6698,None,None,None,None,None,None
J256.1087+11.7683,17h,17.073915,11.76825,None,None,17.4697,16.5553,16.2334,16.0362,None,None,None,None,None,None
J256.1129+11.7660,17h,17.074194,11.76596,None,None,17.3986,16.8337,16.6505,16.5615,None,None,None,None,None,None
J256.1312+11.7684,17h,17.075414,11.76837,None,None,18.9207,17.6036,17.0197,16.6797,None,None,None,None,None,None
J256.1323+11.7131,17h,17.075490,11.71310,None,None,18.7160,17.2668,16.3658,15.8810,None,None,None,None,None,None
J256.1338+11.7473,17h,17.075589,11.74737,None,None,18.3029,16.9586,16.3330,15.9797,None,None,None,None,None,None
J256.1363+11.7662,17h,17.075755,11.76622,None,None,17.3268,16.8817,16.7483,16.7026,None,None,None,None,None,None
J256.1382+11.7704,17h,17.075883,11.77038,None,None,17.3331,16.6931,16.4628,16.3480,None,None,None,None,None,None
J256.1401+11.7132,17h,17.076009,11.71317,None,None,18.5414,18.1295,17.9852,17.9376,None,None,None,None,None,None
J270.7495+11.7953,18h,18.049963,11.79535,None,None,17.8088,17.1278,16.8901,16.7688,None,None,None,None,None,None
J270.7531+11.7871,18h,18.050204,11.78708,None,None,18.5977,17.4695,17.0895,16.8476,None,None,None,None,None,None
J270.7660+11.7841,18h,18.051065,11.78414,None,None,16.8890,16.0248,15.6723,15.4625,None,None,None,None,None,None
J270.7708+11.7393,18h,18.051385,11.73934,None,None,18.0922,16.9998,16.6153,16.3984,None,None,None,None,None,None
J270.7736+11.7453,18h,18.051571,11.74531,None,None,18.9429,18.2975,18.0650,17.9494,None,None,None,None,None,None
J270.7737+11.7804,18h,18.051579,11.78036,None,None,18.9008,18.1990,17.9653,17.8402,None,None,None,None,None,None
J270.7739+11.7705,18h,18.051594,11.77047,None,None,17.6096,16.2837,15.7445,15.4351,None,None,None,None,None,None
J270.7750+11.7911,18h,18.051668,11.79111,None,None,17.7808,17.0549,16.8322,16.6969,None,None,None,None,None,None
J270.7800+11.7772,18h,18.052001,11.77718,None,None,17.2500,16.4453,16.1378,15.9707,None,None,None,None,None,None
J270.7818+11.7303,18h,18.052117,11.73027,None,None,16.8004,16.1469,15.9115,15.8085,None,None,None,None,None,None
J270.7894+11.7453,18h,18.052628,11.74534,None,None,16.6232,15.8495,15.5997,15.4787,None,None,None,None,None,None
J270.7926+11.7913,18h,18.052837,11.79126,None,None,17.7738,17.1236,16.8872,16.7786,None,None,None,None,None,None
J270.7952+11.7831,18h,18.053014,11.78311,None,None,18.4492,17.7850,17.5488,17.4144,None,None,None,None,None,None
J270.7977+11.7762,18h,18.053177,11.77625,None,None,17.8043,17.0383,16.7796,16.6323,None,None,None,None,None,None
J270.8034+11.7864,18h,18.053562,11.78637,None,None,17.5568,16.9078,16.6795,16.5648,None,None,None,None,None,None
J270.8067+11.8008,18h,18.053780,11.80080,None,None,18.4367,17.7028,17.4025,17.2657,None,None,None,None,None,None
J270.8113+11.7667,18h,18.054090,11.76672,None,None,18.1947,17.4464,17.2202,17.0909,None,None,None,None,None,None
J270.8202+11.7608,18h,18.054683,11.76082,None,None,17.4836,16.8519,16.6382,16.5335,None,None,None,None,None,None
J270.8213+11.7994,18h,18.054753,11.79942,None,None,17.1173,16.4734,16.2436,16.1270,None,None,None,None,None,None
J270.8282+11.7959,18h,18.055211,11.79593,None,None,18.2658,17.6744,17.4588,17.3725,None,None,None,None,None,None
J283.9823+07.9965,19h,18.932152,7.99650,None,None,18.4265,17.1412,16.6216,16.2673,None,None,None,None,None,None
J284.0012+08.0131,19h,18.933417,8.01313,None,None,18.9237,17.4125,16.7239,16.2784,None,None,None,None,None,None
